source_ip,destination_ip,source_port,destination_port,protocol,packet_size,packet_count,flow_duration,tcp_flags,connection_frequency,connection_density,reputation_score,label,attack_category
192.168.1.87,203.0.113.27,56900,80,UDP,705,5,9.3163,,6.0,2.0,4,0,Normal
203.0.113.195,192.168.1.50,63804,80,TCP,124,4158,0.5741,S,379.0,1.0,94,1,DDoS
192.0.2.89,192.168.1.10,20897,1941,TCP,64,3,0.0911,S,259.0,60.0,67,1,Port Scan
192.168.1.46,203.0.113.23,37220,443,TCP,1025,23,7.0016,A,5.0,2.0,3,0,Normal
192.168.1.86,203.0.113.19,44531,443,UDP,975,7,0.9797,,1.0,2.0,12,0,Normal
192.168.1.75,203.0.113.40,32010,443,TCP,1040,15,1.7129,A,1.0,5.0,11,0,Normal
192.168.1.60,203.0.113.43,62034,443,TCP,1261,17,5.7234,A,8.0,1.0,15,0,Normal
203.0.113.195,192.168.1.20,63060,3389,TCP,173,12,1.5398,PA,68.0,1.0,92,1,Brute Force
192.168.1.68,203.0.113.19,61105,53,TCP,291,7,9.929,A,4.0,3.0,9,0,Normal
198.51.100.42,192.168.1.50,47646,80,TCP,110,1884,1.2918,S,396.0,1.0,93,1,DDoS
192.168.1.34,203.0.113.44,65382,443,TCP,112,19,4.9012,A,3.0,1.0,7,0,Normal
192.168.1.85,203.0.113.9,46932,80,UDP,602,12,4.4948,,7.0,3.0,1,0,Normal
203.0.113.195,192.168.1.20,18904,3389,TCP,130,14,3.9386,PA,32.0,1.0,89,1,Brute Force
192.168.1.57,203.0.113.88,25971,80,TCP,387,10,1.2441,PA,8.0,1.0,73,1,Phishing
192.168.1.66,203.0.113.7,47376,443,TCP,335,13,9.4296,A,5.0,5.0,6,0,Normal
198.51.100.42,192.168.1.50,33059,80,TCP,78,4668,0.1322,S,331.0,1.0,88,1,DDoS
192.168.1.38,203.0.113.48,16946,22,TCP,426,5,3.7401,A,3.0,5.0,7,0,Normal
192.168.1.100,45.227.254.3,52068,443,TCP,1498,129,39.437,A,4.0,1.0,95,1,Malware
192.168.1.34,203.0.113.44,58263,443,UDP,1425,13,1.0673,,2.0,1.0,4,0,Normal
192.168.1.92,203.0.113.46,14099,443,UDP,230,26,1.8639,,2.0,1.0,13,0,Normal
192.168.1.100,185.156.177.5,52901,443,TCP,1471,370,15.5951,A,2.0,1.0,96,1,Malware
203.0.113.195,192.168.1.50,33484,80,TCP,128,2014,0.1088,S,380.0,1.0,91,1,DDoS
192.168.1.25,203.0.113.24,18277,80,TCP,1174,7,5.7586,A,4.0,1.0,2,0,Normal
192.168.1.78,203.0.113.37,13357,443,TCP,722,8,7.5653,A,4.0,2.0,12,0,Normal
192.0.2.89,192.168.1.65,42658,707,UDP,64,1,0.027,,93.0,26.0,58,1,Reconnaissance
192.168.1.27,203.0.113.33,50457,443,TCP,196,8,0.6256,A,8.0,3.0,1,0,Normal
192.168.1.11,203.0.113.33,41646,443,TCP,944,27,0.8087,A,8.0,1.0,2,0,Normal
203.0.113.195,192.168.1.50,21890,80,TCP,121,3113,0.6014,S,691.0,1.0,96,1,DDoS
192.168.1.85,203.0.113.35,33772,443,UDP,1065,12,3.1416,,4.0,2.0,5,0,Normal
192.168.1.57,203.0.113.32,3822,443,TCP,786,25,4.1032,A,8.0,3.0,12,0,Normal
192.168.1.72,203.0.113.47,31408,80,UDP,1015,30,4.5272,,3.0,4.0,13,0,Normal
192.168.1.26,203.0.113.14,63259,443,TCP,349,3,7.8848,A,7.0,2.0,12,0,Normal
192.168.1.52,203.0.113.2,24991,443,TCP,953,3,7.9158,A,3.0,2.0,5,0,Normal
192.168.1.99,198.51.100.42,15244,8080,TCP,105,5,1.0449,PA,20.0,1.0,94,1,Botnet
192.168.1.51,203.0.113.41,55404,80,UDP,1189,30,2.7839,,4.0,4.0,15,0,Normal
192.168.1.46,203.0.113.2,29391,443,UDP,391,16,4.8785,,1.0,3.0,3,0,Normal
198.51.100.42,192.168.1.50,5408,80,TCP,117,2272,0.7867,S,515.0,1.0,90,1,DDoS
203.0.113.195,192.168.1.50,23213,80,TCP,100,1560,0.5775,S,582.0,1.0,89,1,DDoS
192.168.1.16,203.0.113.41,25243,22,TCP,1033,21,0.6406,A,8.0,3.0,13,0,Normal
192.168.1.61,203.0.113.22,17153,22,TCP,732,9,6.8859,A,6.0,4.0,8,0,Normal
198.51.100.42,192.168.1.50,37396,80,TCP,94,2375,1.2387,S,455.0,1.0,100,1,DDoS
192.168.1.44,203.0.113.16,37940,443,TCP,103,18,3.1415,A,2.0,4.0,4,0,Normal
192.168.1.71,203.0.113.48,41892,443,UDP,230,13,5.2971,,8.0,5.0,8,0,Normal
203.0.113.195,192.168.1.20,5410,3389,TCP,143,37,2.895,PA,58.0,1.0,80,1,Brute Force
203.0.113.42,192.168.1.15,22468,80,TCP,3086,12,2.0119,PA,6.0,1.0,16,1,SQL Injection
192.168.1.53,203.0.113.1,55034,443,UDP,1386,28,1.8901,,10.0,5.0,3,0,Normal
192.0.2.89,192.168.1.97,20397,867,UDP,64,1,0.0156,,36.0,19.0,58,1,Reconnaissance
192.168.1.76,203.0.113.15,2680,443,UDP,1398,3,6.4434,,7.0,1.0,11,0,Normal
192.168.1.38,203.0.113.26,31494,80,TCP,366,27,4.4724,A,7.0,5.0,5,0,Normal
192.168.1.80,203.0.113.12,39942,443,TCP,707,17,1.0864,A,5.0,4.0,8,0,Normal
192.0.2.89,192.168.1.5,13985,254,UDP,64,1,0.0435,,80.0,40.0,63,1,Reconnaissance
203.0.113.195,192.168.1.50,10313,80,TCP,105,1958,0.9583,S,978.0,1.0,86,1,DDoS
203.0.113.195,192.168.1.20,43204,22,TCP,161,33,2.9867,PA,148.0,1.0,82,1,Brute Force
192.168.1.79,203.0.113.15,10193,443,TCP,273,7,5.2326,A,4.0,1.0,11,0,Normal
192.168.1.50,203.0.113.49,64745,443,TCP,756,14,0.8208,A,6.0,1.0,15,0,Normal
192.168.1.53,203.0.113.46,27275,8080,UDP,191,20,5.2515,,7.0,2.0,2,0,Normal
192.0.2.89,192.168.1.10,54394,926,TCP,64,3,0.0687,S,62.0,53.0,70,1,Port Scan
192.168.1.89,203.0.113.2,56263,443,TCP,525,25,4.7921,A,1.0,2.0,7,0,Normal
203.0.113.36,192.168.1.15,63280,80,TCP,3889,5,2.4138,PA,5.0,1.0,10,1,SQL Injection
192.168.1.53,203.0.113.5,44909,443,TCP,1491,25,4.1552,A,2.0,1.0,6,0,Normal
192.168.1.92,203.0.113.26,39668,443,TCP,491,4,2.3028,A,8.0,1.0,11,0,Normal
192.168.1.12,203.0.113.43,47018,80,TCP,1255,5,8.8177,A,9.0,2.0,12,0,Normal
192.168.1.100,45.227.254.3,14968,443,TCP,1391,334,33.0984,A,2.0,1.0,98,1,Malware
192.168.1.99,198.51.100.42,14235,8080,TCP,130,7,1.3359,PA,38.0,1.0,90,1,Botnet
192.168.1.44,203.0.113.8,30223,443,TCP,1398,22,6.7217,A,7.0,2.0,5,0,Normal
203.0.113.195,192.168.1.20,8409,3389,TCP,182,36,4.5466,PA,134.0,1.0,89,1,Brute Force
198.51.100.42,192.168.1.50,24678,80,TCP,67,2276,0.5339,S,421.0,1.0,90,1,DDoS
192.168.1.100,45.227.254.3,57408,443,TCP,1284,250,55.645,A,4.0,1.0,93,1,Malware
192.168.1.100,45.227.254.3,40131,443,TCP,1215,50,39.0602,A,1.0,1.0,89,1,Malware
192.168.1.87,203.0.113.4,61982,80,TCP,685,3,4.4562,A,10.0,2.0,3,0,Normal
203.0.113.195,192.168.1.20,4532,3389,TCP,234,18,3.6145,PA,68.0,1.0,81,1,Brute Force
198.51.100.42,192.168.1.50,59909,80,TCP,124,748,0.3444,S,315.0,1.0,87,1,DDoS
192.168.1.55,203.0.113.34,48525,443,TCP,996,10,8.6992,A,10.0,5.0,8,0,Normal
203.0.113.195,192.168.1.20,18723,3389,TCP,224,22,1.1196,PA,93.0,1.0,93,1,Brute Force
203.0.113.195,192.168.1.50,55448,80,TCP,99,1016,1.0939,S,936.0,1.0,100,1,DDoS
192.0.2.89,192.168.1.10,14308,7340,TCP,64,1,0.0996,S,72.0,86.0,76,1,Port Scan
192.168.1.35,203.0.113.15,57188,53,TCP,1208,16,9.5219,A,8.0,2.0,1,0,Normal
192.168.1.44,203.0.113.1,19801,22,UDP,245,14,5.9845,,8.0,4.0,5,0,Normal
203.0.113.12,192.168.1.15,25486,80,TCP,3220,15,1.5175,PA,6.0,1.0,22,1,SQL Injection
198.51.100.42,192.168.1.50,25410,80,TCP,119,3451,0.221,S,459.0,1.0,89,1,DDoS
192.168.1.61,203.0.113.4,22834,443,TCP,1385,14,4.6709,A,9.0,2.0,1,0,Normal
192.168.1.58,203.0.113.88,23532,80,TCP,271,14,1.4704,PA,5.0,1.0,72,1,Phishing
203.0.113.195,192.168.1.20,6381,22,TCP,154,26,3.3019,PA,62.0,1.0,85,1,Brute Force
192.0.2.89,192.168.1.10,49501,5333,TCP,64,3,0.0838,S,241.0,85.0,79,1,Port Scan
192.0.2.89,192.168.1.10,26908,6685,TCP,64,3,0.0754,S,104.0,64.0,70,1,Port Scan
192.168.1.82,203.0.113.16,43222,443,UDP,382,17,8.3451,,4.0,1.0,3,0,Normal
192.168.1.79,203.0.113.10,33477,443,TCP,211,7,6.9524,A,5.0,2.0,12,0,Normal
192.168.1.15,203.0.113.26,20872,443,TCP,492,29,5.4242,A,2.0,2.0,0,0,Normal
192.168.1.69,203.0.113.1,2086,80,UDP,669,3,1.2195,,3.0,1.0,2,0,Normal
192.168.1.98,203.0.113.8,17633,443,UDP,307,17,4.225,,6.0,4.0,0,0,Normal
192.168.1.75,203.0.113.88,46756,80,TCP,517,11,0.9666,PA,9.0,1.0,80,1,Phishing
203.0.113.195,192.168.1.50,41315,80,TCP,67,3379,0.4581,S,684.0,1.0,97,1,DDoS
203.0.113.195,192.168.1.50,50367,80,TCP,67,4516,0.632,S,699.0,1.0,87,1,DDoS
203.0.113.195,192.168.1.20,32145,22,TCP,214,22,1.9655,PA,90.0,1.0,81,1,Brute Force
192.0.2.89,192.168.1.176,22183,263,UDP,64,1,0.0468,,66.0,14.0,72,1,Reconnaissance
192.168.1.18,203.0.113.12,12901,80,UDP,626,17,6.9743,,7.0,5.0,1,0,Normal
198.51.100.42,192.168.1.50,17617,80,TCP,84,2903,0.1557,S,815.0,1.0,95,1,DDoS
192.168.1.19,203.0.113.16,28990,443,ICMP,1470,6,1.5564,,2.0,2.0,15,0,Normal
192.168.1.15,203.0.113.49,32890,443,UDP,75,10,3.8792,,3.0,4.0,1,0,Normal
192.168.1.99,198.51.100.42,20834,8080,TCP,213,9,1.636,PA,17.0,1.0,91,1,Botnet
192.168.1.57,203.0.113.32,11800,22,TCP,334,7,7.4062,A,10.0,5.0,0,0,Normal
192.0.2.89,192.168.1.10,29735,8905,TCP,64,1,0.0424,S,67.0,67.0,63,1,Port Scan
192.168.1.98,203.0.113.31,37546,8080,UDP,928,25,0.6787,,2.0,3.0,11,0,Normal
192.0.2.89,192.168.1.10,32129,2655,TCP,64,1,0.0575,S,390.0,62.0,64,1,Port Scan
192.168.1.99,198.51.100.42,44268,8080,TCP,205,8,0.3201,PA,12.0,1.0,93,1,Botnet
203.0.113.195,192.168.1.20,14291,22,TCP,131,11,1.451,PA,115.0,1.0,88,1,Brute Force
192.168.1.34,203.0.113.47,39400,80,UDP,82,19,3.0404,,3.0,3.0,7,0,Normal
192.168.1.19,203.0.113.12,57423,80,TCP,501,18,1.8948,A,8.0,4.0,15,0,Normal
192.168.1.19,203.0.113.31,15056,53,TCP,417,6,3.8847,A,9.0,1.0,4,0,Normal
203.0.113.49,192.168.1.15,44741,80,TCP,2474,14,1.1177,PA,8.0,1.0,23,1,SQL Injection
192.168.1.41,203.0.113.24,56059,443,UDP,804,23,9.3767,,5.0,4.0,1,0,Normal
198.51.100.42,192.168.1.50,50331,80,TCP,114,3561,0.7298,S,430.0,1.0,89,1,DDoS
192.168.1.73,203.0.113.1,32439,80,TCP,1107,22,8.8886,A,3.0,2.0,9,0,Normal
192.168.1.93,203.0.113.7,33604,80,TCP,217,27,4.3331,A,1.0,4.0,2,0,Normal
192.0.2.89,192.168.1.10,37834,6444,TCP,64,2,0.047,S,463.0,71.0,59,1,Port Scan
192.168.1.21,203.0.113.21,55833,443,TCP,1303,20,3.2776,A,5.0,4.0,15,0,Normal
192.0.2.89,192.168.1.10,26327,7690,TCP,64,2,0.01,S,300.0,71.0,67,1,Port Scan
203.0.113.22,192.168.1.15,34905,80,TCP,3903,14,1.0696,PA,4.0,1.0,39,1,SQL Injection
192.168.1.80,203.0.113.29,16714,443,TCP,455,21,3.4916,A,5.0,2.0,10,0,Normal
192.168.1.78,203.0.113.4,34950,80,TCP,906,24,2.7924,A,10.0,4.0,6,0,Normal
192.168.1.65,203.0.113.24,51376,443,TCP,349,22,8.0244,A,5.0,2.0,11,0,Normal
192.0.2.89,192.168.1.10,47726,1921,TCP,64,3,0.0726,S,199.0,90.0,57,1,Port Scan
203.0.113.195,192.168.1.50,14506,80,TCP,114,2512,0.7781,S,477.0,1.0,99,1,DDoS
192.168.1.99,198.51.100.42,36243,8080,TCP,240,7,1.9693,PA,10.0,1.0,91,1,Botnet
192.168.1.17,203.0.113.31,13405,80,TCP,585,28,9.2788,A,8.0,5.0,8,0,Normal
192.168.1.92,203.0.113.10,34520,80,UDP,925,21,1.9999,,1.0,4.0,15,0,Normal
198.51.100.42,192.168.1.50,40035,80,TCP,79,1983,0.6059,S,255.0,1.0,86,1,DDoS
192.168.1.57,203.0.113.10,56544,443,TCP,632,5,1.0835,A,9.0,3.0,4,0,Normal
192.168.1.43,203.0.113.45,52395,443,TCP,1470,6,4.2384,A,1.0,5.0,1,0,Normal
192.168.1.15,203.0.113.11,1669,443,TCP,755,6,9.7686,A,5.0,3.0,13,0,Normal
192.168.1.21,203.0.113.21,16797,443,UDP,515,10,6.1869,,10.0,3.0,11,0,Normal
192.168.1.21,203.0.113.88,56124,80,TCP,396,7,0.4641,PA,11.0,1.0,60,1,Phishing
203.0.113.195,192.168.1.20,63576,22,TCP,152,13,1.9848,PA,82.0,1.0,87,1,Brute Force
192.0.2.89,192.168.1.10,16885,1760,TCP,64,1,0.0246,S,207.0,77.0,68,1,Port Scan
192.168.1.28,203.0.113.16,57443,80,TCP,855,22,4.4672,A,4.0,1.0,2,0,Normal
192.168.1.91,203.0.113.26,27797,443,TCP,973,25,4.4309,A,7.0,5.0,12,0,Normal
192.168.1.96,203.0.113.3,2533,443,TCP,620,20,2.0592,A,8.0,4.0,10,0,Normal
203.0.113.25,192.168.1.15,22131,80,TCP,2391,10,2.2586,PA,6.0,1.0,36,1,SQL Injection
192.168.1.99,198.51.100.42,46829,8080,TCP,190,6,0.8697,PA,25.0,1.0,94,1,Botnet
192.168.1.99,198.51.100.42,59904,8080,TCP,278,9,0.2229,PA,11.0,1.0,96,1,Botnet
192.168.1.70,203.0.113.4,38488,443,TCP,800,14,3.8159,A,8.0,4.0,14,0,Normal
192.168.1.57,203.0.113.88,60608,80,TCP,333,10,0.8221,PA,4.0,1.0,67,1,Phishing
203.0.113.195,192.168.1.50,56968,80,TCP,110,3624,0.1672,S,434.0,1.0,87,1,DDoS
203.0.113.195,192.168.1.20,47364,3389,TCP,193,12,2.8124,PA,67.0,1.0,84,1,Brute Force
192.168.1.21,203.0.113.6,57286,443,UDP,634,16,8.7114,,3.0,2.0,13,0,Normal
192.168.1.68,203.0.113.25,21444,443,UDP,1130,8,0.6771,,2.0,5.0,1,0,Normal
192.0.2.89,192.168.1.207,38550,401,UDP,64,1,0.0043,,22.0,27.0,51,1,Reconnaissance
198.51.100.42,192.168.1.50,36017,80,TCP,87,4871,0.4439,S,208.0,1.0,95,1,DDoS
203.0.113.195,192.168.1.50,57083,80,TCP,81,3726,0.3338,S,680.0,1.0,89,1,DDoS
198.51.100.42,192.168.1.50,56502,80,TCP,95,4288,0.7369,S,927.0,1.0,88,1,DDoS
192.168.1.86,203.0.113.45,47779,443,TCP,395,10,6.405,A,1.0,1.0,12,0,Normal
203.0.113.195,192.168.1.50,9930,80,TCP,123,4801,1.4469,S,732.0,1.0,96,1,DDoS
192.0.2.89,192.168.1.220,52560,1024,UDP,64,1,0.0404,,36.0,14.0,63,1,Reconnaissance
198.51.100.42,192.168.1.50,56201,80,TCP,111,2953,0.1334,S,698.0,1.0,91,1,DDoS
198.51.100.42,192.168.1.50,50196,80,TCP,114,2973,0.4423,S,216.0,1.0,92,1,DDoS
192.168.1.23,203.0.113.39,60246,22,UDP,581,17,4.8729,,8.0,4.0,11,0,Normal
203.0.113.195,192.168.1.20,58851,3389,TCP,153,38,2.1817,PA,36.0,1.0,91,1,Brute Force
192.168.1.56,203.0.113.35,31504,8080,TCP,1402,15,8.7224,A,2.0,5.0,9,0,Normal
192.168.1.17,203.0.113.43,24274,80,TCP,1113,29,5.5206,A,1.0,4.0,2,0,Normal
192.0.2.89,192.168.1.10,24124,1660,TCP,64,1,0.0747,S,337.0,67.0,51,1,Port Scan
192.168.1.100,45.227.254.3,2641,443,TCP,1371,256,48.9181,A,4.0,1.0,90,1,Malware
192.168.1.20,203.0.113.8,41772,80,TCP,647,13,3.686,A,9.0,5.0,3,0,Normal
192.168.1.12,203.0.113.36,58927,443,TCP,1062,17,4.3397,A,9.0,1.0,2,0,Normal
192.168.1.71,203.0.113.27,64471,443,TCP,837,7,3.3082,A,8.0,3.0,4,0,Normal
192.168.1.70,203.0.113.44,10343,443,TCP,466,27,0.941,A,7.0,3.0,12,0,Normal
192.168.1.99,198.51.100.42,15457,8080,TCP,149,8,0.8934,PA,19.0,1.0,96,1,Botnet
192.0.2.89,192.168.1.10,36875,2678,TCP,64,1,0.0273,S,297.0,100.0,52,1,Port Scan
192.168.1.25,203.0.113.88,15382,80,TCP,435,15,1.2552,PA,7.0,1.0,79,1,Phishing
192.168.1.63,203.0.113.14,48729,53,ICMP,1024,14,9.5571,,5.0,5.0,10,0,Normal
192.0.2.89,192.168.1.200,42411,0,ICMP,32,1,0.0121,,12.0,37.0,70,1,Reconnaissance
192.168.1.27,203.0.113.16,18862,80,TCP,1106,13,3.0127,A,7.0,1.0,9,0,Normal
192.168.1.99,203.0.113.22,53562,22,TCP,591,30,1.0739,A,3.0,5.0,7,0,Normal
198.51.100.42,192.168.1.50,56368,80,TCP,128,1307,0.6082,S,960.0,1.0,97,1,DDoS
192.168.1.53,203.0.113.37,28502,443,TCP,742,21,2.9979,A,4.0,2.0,15,0,Normal
192.168.1.85,203.0.113.36,63184,80,TCP,199,24,7.7519,A,1.0,4.0,12,0,Normal
203.0.113.195,192.168.1.20,54439,3389,TCP,206,13,1.9427,PA,142.0,1.0,95,1,Brute Force
192.168.1.74,203.0.113.41,61830,80,TCP,1269,15,2.1481,A,7.0,2.0,9,0,Normal
203.0.113.29,192.168.1.15,16964,80,TCP,2212,6,0.7052,PA,8.0,1.0,33,1,SQL Injection
192.168.1.99,198.51.100.42,1580,8080,TCP,220,4,0.4374,PA,18.0,1.0,94,1,Botnet
192.168.1.51,203.0.113.88,65491,80,TCP,284,5,1.3607,PA,7.0,1.0,63,1,Phishing
192.168.1.30,203.0.113.18,3576,443,TCP,232,21,9.882,A,10.0,1.0,6,0,Normal
192.168.1.85,203.0.113.21,52767,80,TCP,864,8,8.2437,A,8.0,1.0,8,0,Normal
198.51.100.42,192.168.1.50,39911,80,TCP,72,1635,0.7473,S,466.0,1.0,90,1,DDoS
192.0.2.89,192.168.1.10,43194,4649,TCP,64,1,0.0399,S,223.0,92.0,55,1,Port Scan
198.51.100.42,192.168.1.50,46565,80,TCP,117,3785,1.2298,S,440.0,1.0,94,1,DDoS
192.168.1.33,203.0.113.20,44687,443,ICMP,495,13,2.4144,,3.0,2.0,1,0,Normal
192.168.1.99,198.51.100.42,6231,8080,TCP,138,5,1.4733,PA,28.0,1.0,95,1,Botnet
192.168.1.21,203.0.113.29,46094,443,UDP,1250,13,2.4001,,8.0,4.0,13,0,Normal
192.168.1.58,203.0.113.21,9059,80,UDP,1432,23,9.4264,,9.0,5.0,9,0,Normal
192.168.1.72,203.0.113.4,62459,443,ICMP,493,25,8.9569,,1.0,3.0,5,0,Normal
192.0.2.89,192.168.1.10,26635,3057,TCP,64,2,0.0469,S,253.0,100.0,72,1,Port Scan
203.0.113.195,192.168.1.50,57553,80,TCP,64,2007,1.3168,S,368.0,1.0,93,1,DDoS
203.0.113.30,192.168.1.15,28273,80,TCP,2783,7,1.782,PA,5.0,1.0,40,1,SQL Injection
192.168.1.30,203.0.113.6,19233,22,TCP,433,9,4.1845,A,1.0,3.0,10,0,Normal
192.168.1.99,198.51.100.42,53466,8080,TCP,137,5,0.7318,PA,42.0,1.0,94,1,Botnet
192.168.1.58,203.0.113.17,35815,22,UDP,1146,15,9.9364,,10.0,5.0,6,0,Normal
192.168.1.78,203.0.113.15,29528,443,UDP,144,27,4.555,,10.0,5.0,9,0,Normal
192.168.1.99,198.51.100.42,36334,8080,TCP,260,8,1.9337,PA,14.0,1.0,97,1,Botnet
192.168.1.100,45.227.254.3,55389,443,TCP,1314,211,29.7099,A,3.0,1.0,99,1,Malware
192.168.1.62,203.0.113.31,43757,80,TCP,143,30,8.1692,A,10.0,3.0,12,0,Normal
192.0.2.89,192.168.1.10,18415,6505,TCP,64,1,0.0436,S,88.0,67.0,67,1,Port Scan
192.168.1.99,198.51.100.42,54398,8080,TCP,248,7,0.5055,PA,45.0,1.0,94,1,Botnet
192.168.1.67,203.0.113.19,52120,8080,UDP,544,6,9.257,,7.0,5.0,10,0,Normal
192.168.1.36,203.0.113.29,12639,8080,ICMP,1407,20,2.0106,,7.0,1.0,10,0,Normal
192.168.1.66,203.0.113.3,43415,8080,TCP,1046,10,0.2167,A,3.0,3.0,5,0,Normal
203.0.113.195,192.168.1.20,44111,22,TCP,169,33,2.4457,PA,127.0,1.0,89,1,Brute Force
192.168.1.42,203.0.113.38,21306,80,TCP,1480,20,5.4913,A,2.0,1.0,4,0,Normal
192.168.1.76,203.0.113.19,58251,22,TCP,70,6,9.5363,A,2.0,3.0,5,0,Normal
192.168.1.33,203.0.113.13,8453,443,TCP,988,27,3.3819,A,9.0,5.0,14,0,Normal
192.168.1.46,203.0.113.48,34498,443,TCP,1049,6,6.6833,A,5.0,1.0,11,0,Normal
192.168.1.20,203.0.113.44,52731,80,UDP,787,5,1.7722,,4.0,5.0,8,0,Normal
192.168.1.43,203.0.113.25,48558,443,TCP,1334,3,8.0457,A,2.0,1.0,5,0,Normal
192.168.1.25,203.0.113.10,10579,80,TCP,392,13,5.2256,A,9.0,2.0,15,0,Normal
203.0.113.14,192.168.1.15,61626,80,TCP,3898,6,2.4397,PA,5.0,1.0,16,1,SQL Injection
203.0.113.195,192.168.1.50,12002,80,TCP,122,4549,0.6422,S,857.0,1.0,96,1,DDoS
192.168.1.64,203.0.113.2,14073,443,TCP,138,4,4.5346,A,1.0,5.0,11,0,Normal
192.168.1.28,203.0.113.28,2146,443,TCP,826,24,6.4907,A,7.0,1.0,10,0,Normal
192.168.1.22,203.0.113.13,57516,53,TCP,238,17,1.3495,A,2.0,5.0,3,0,Normal
192.0.2.89,192.168.1.9,39879,0,ICMP,32,2,0.0131,,78.0,37.0,58,1,Reconnaissance
192.168.1.48,203.0.113.34,3575,443,TCP,282,30,0.5586,A,5.0,2.0,8,0,Normal
192.168.1.11,203.0.113.28,54481,443,TCP,377,15,2.8139,A,7.0,1.0,11,0,Normal
192.168.1.81,203.0.113.20,5946,8080,TCP,695,18,7.3889,A,7.0,1.0,0,0,Normal
192.168.1.95,203.0.113.38,65331,443,TCP,735,12,1.8559,A,2.0,2.0,3,0,Normal
192.168.1.73,203.0.113.15,24782,443,TCP,258,6,9.7466,A,6.0,3.0,3,0,Normal
192.168.1.99,198.51.100.42,12992,8080,TCP,179,6,1.6988,PA,45.0,1.0,98,1,Botnet
198.51.100.42,192.168.1.50,60856,80,TCP,76,2937,1.3535,S,970.0,1.0,86,1,DDoS
192.168.1.45,203.0.113.17,21464,53,TCP,254,16,6.5824,A,5.0,1.0,4,0,Normal
192.168.1.99,198.51.100.42,5529,8080,TCP,192,10,0.8714,PA,16.0,1.0,94,1,Botnet
203.0.113.195,192.168.1.20,11431,3389,TCP,175,15,3.5939,PA,102.0,1.0,83,1,Brute Force
192.168.1.81,203.0.113.20,42366,443,TCP,98,28,4.7085,A,3.0,2.0,7,0,Normal
192.168.1.52,203.0.113.8,27756,443,ICMP,1459,3,5.2345,,5.0,5.0,6,0,Normal
192.168.1.55,203.0.113.15,33310,80,TCP,551,20,0.6031,A,4.0,5.0,12,0,Normal
192.168.1.61,203.0.113.36,13637,443,TCP,1144,29,2.9341,A,3.0,4.0,13,0,Normal
192.168.1.11,203.0.113.44,60710,80,TCP,653,21,2.7009,A,10.0,1.0,13,0,Normal
192.168.1.63,203.0.113.10,17735,80,TCP,1303,23,4.9818,A,2.0,4.0,6,0,Normal
192.168.1.95,203.0.113.48,49965,443,TCP,1479,11,1.2906,A,3.0,5.0,3,0,Normal
192.0.2.89,192.168.1.10,64408,763,TCP,64,3,0.0081,S,252.0,58.0,80,1,Port Scan
198.51.100.42,192.168.1.50,15319,80,TCP,77,3886,0.5779,S,657.0,1.0,89,1,DDoS
192.168.1.63,203.0.113.22,10656,80,TCP,1391,26,7.8581,A,6.0,3.0,13,0,Normal
192.168.1.99,203.0.113.5,25844,80,UDP,1126,24,6.8063,,8.0,2.0,4,0,Normal
192.168.1.61,203.0.113.26,14575,443,UDP,787,15,1.8881,,4.0,4.0,15,0,Normal
192.168.1.32,203.0.113.42,63227,443,TCP,959,11,0.4988,A,1.0,4.0,14,0,Normal
192.0.2.89,192.168.1.10,11418,6774,TCP,64,1,0.0882,S,122.0,68.0,58,1,Port Scan
192.168.1.61,203.0.113.20,12627,443,TCP,92,16,4.7376,A,9.0,1.0,14,0,Normal
192.168.1.10,203.0.113.29,23820,443,TCP,1383,12,2.2509,A,4.0,3.0,15,0,Normal
192.0.2.89,192.168.1.10,64168,281,TCP,64,1,0.0649,S,246.0,64.0,80,1,Port Scan
192.0.2.89,192.168.1.10,37183,8553,TCP,64,2,0.0693,S,189.0,92.0,66,1,Port Scan
192.168.1.80,203.0.113.27,53417,443,TCP,890,12,0.2128,A,10.0,1.0,7,0,Normal
192.168.1.29,203.0.113.47,59926,80,TCP,580,12,8.099,A,9.0,5.0,5,0,Normal
192.168.1.33,203.0.113.22,42149,443,TCP,1146,18,0.0437,A,1.0,3.0,13,0,Normal
192.168.1.47,203.0.113.10,38245,443,ICMP,66,13,4.8154,,3.0,1.0,9,0,Normal
192.168.1.97,203.0.113.33,48267,443,TCP,934,27,2.5192,A,5.0,5.0,6,0,Normal
198.51.100.42,192.168.1.50,42236,80,TCP,112,1287,0.7606,S,400.0,1.0,92,1,DDoS
198.51.100.42,192.168.1.50,22304,80,TCP,93,4539,0.7032,S,775.0,1.0,85,1,DDoS
203.0.113.195,192.168.1.50,46226,80,TCP,90,859,0.7539,S,747.0,1.0,87,1,DDoS
192.168.1.41,203.0.113.21,7748,443,TCP,1187,24,4.4184,A,3.0,2.0,6,0,Normal
192.168.1.26,203.0.113.9,15341,443,TCP,262,14,0.3758,A,1.0,5.0,13,0,Normal
192.168.1.100,45.227.254.3,8906,443,TCP,1321,224,38.6476,A,1.0,1.0,97,1,Malware
203.0.113.195,192.168.1.50,17428,80,TCP,85,2769,1.0202,S,912.0,1.0,85,1,DDoS
198.51.100.42,192.168.1.50,61725,80,TCP,75,1319,0.8052,S,434.0,1.0,93,1,DDoS
192.168.1.86,203.0.113.12,1030,443,TCP,1490,16,3.4961,A,6.0,4.0,5,0,Normal
